"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","484530014","2","13.6","ppb","12","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/02/2020","AQS","484530014","2","18","ppb","17","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/03/2020","AQS","484530014","2","4.7","ppb","4","Austin North Hills Drive","23","96.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/04/2020","AQS","484530014","2","22.9","ppb","21","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/05/2020","AQS","484530014","2","12.3","ppb","11","Austin North Hills Drive","22","92.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/06/2020","AQS","484530014","2","18.4","ppb","17","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/07/2020","AQS","484530014","2","31.1","ppb","29","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/08/2020","AQS","484530014","2","34.3","ppb","32","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/09/2020","AQS","484530014","2","6.8","ppb","6","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/10/2020","AQS","484530014","2","7.1","ppb","7","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/11/2020","AQS","484530014","2","16.3","ppb","15","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/12/2020","AQS","484530014","2","21.5","ppb","20","Austin North Hills Drive","20","83.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/13/2020","AQS","484530014","2","18.2","ppb","17","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/14/2020","AQS","484530014","2","17.4","ppb","16","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/15/2020","AQS","484530014","2","16.2","ppb","15","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
"01/16/2020","AQS","484530014","2","9","ppb","8","Austin North Hills Drive","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","453","Travis","30.354944","-97.761803"
