"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/06/2011","AQS","482090614","1","5.3","ppb","5","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/07/2011","AQS","482090614","1","3.2","ppb","3","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/08/2011","AQS","482090614","1","1.6","ppb","1","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/09/2011","AQS","482090614","1","1.5","ppb","1","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/10/2011","AQS","482090614","1","1.1","ppb","1","Dripping Springs School","22","92.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/11/2011","AQS","482090614","1","5.1","ppb","5","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/12/2011","AQS","482090614","1","16.5","ppb","15","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/13/2011","AQS","482090614","1","9.1","ppb","8","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/14/2011","AQS","482090614","1","2.2","ppb","2","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/15/2011","AQS","482090614","1","6.6","ppb","6","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/16/2011","AQS","482090614","1","8.6","ppb","8","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/17/2011","AQS","482090614","1","5.4","ppb","5","Dripping Springs School","20","83.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/18/2011","AQS","482090614","1","3.5","ppb","3","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/19/2011","AQS","482090614","1","2.7","ppb","2","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/20/2011","AQS","482090614","1","3.9","ppb","3","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/21/2011","AQS","482090614","1","1.4","ppb","1","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/22/2011","AQS","482090614","1","1.6","ppb","1","Dripping Springs School","20","83.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/23/2011","AQS","482090614","1","1.4","ppb","1","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/24/2011","AQS","482090614","1","0.9","ppb","0","Dripping Springs School","22","92.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/25/2011","AQS","482090614","1","2.4","ppb","2","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/26/2011","AQS","482090614","1","3.6","ppb","3","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/27/2011","AQS","482090614","1","5.8","ppb","5","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/28/2011","AQS","482090614","1","11.7","ppb","10","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/29/2011","AQS","482090614","1","7","ppb","7","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
"04/30/2011","AQS","482090614","1","1.9","ppb","1","Dripping Springs School","24","100.0000","42602","Nitrogen dioxide (NO2)","12420","Austin-Round Rock, TX","48","Texas","209","Hays","30.214616","-98.083347"
